ID,Instance,Class,,
Hi400101,称赞,称赞,,
Hi400101,夸赞,称赞,,
Hi400101,咏赞,称赞,,
Hi400101,称誉,称赞,,
Hi400101,赞誉,称赞,,
Hi400101,赞美,称赞,,
Hi400101,赞叹,称赞,,
Hi400101,赞颂,称赞,,
Hi400101,叹赏,称赞,,
Hi400101,称赏,称赞,,
Hi400101,赞赏,称赞,,
Hi400101,称道,称赞,,
Hi400101,称许,称赞,,
Hi400101,称颂,称赞,,
Hi400101,赞扬,称赞,,
Hi400101,揄扬,称赞,,
Hi400101,颂扬,称赞,,
Hi400101,褒扬,称赞,,
Hi400101,显扬,称赞,,
Hi400101,嘉尚,称赞,,
Hi400101,歌颂,称赞,,
Hi400101,讴歌,称赞,,
Hi400101,歌唱,称赞,,
Hi400101,嘉许,称赞,,
Hi400101,推许,称赞,,
Hi400101,赞许,称赞,,
Hi400101,褒奖,称赞,,
Hi400101,奖许,称赞,,
Hi400101,奖誉,称赞,,
Hi400101,奖饰,称赞,,
Hi400101,夸奖,称赞,,
Hi400101,抬举,称赞,,
Hi400101,叫好,称赞,,
Hi400101,赞,称赞,,
Hi400101,誉,称赞,,
Hi400101,嘉,称赞,,
Hi400101,称,称赞,,
Hi400101,颂,称赞,,
Hi400101,褒,称赞,,
Hi400101,夸,称赞,,
Hi400101,许,称赞,,
Hi400101,拍手叫好,称赞,,
Hi400101,唱赞歌,称赞,,
Hi400101,啧啧称羡,称赞,,
Hi400102,盛赞,称赞,,
Hi400102,激赏,称赞,,
Hi400102,击赏,称赞,,
Hi400102,击节称赏,称赞,,
Hi400102,叹为观止,称赞,,
Hi400102,拍案叫绝,称赞,,
Hi400102,交口称誉,称赞,,
Hi400102,有口皆碑,称赞,,
Hi400102,口碑载道,称赞,,
Hi400102,歌功颂德,称赞,,
Ic050101,振奋,振奋,,
Ic050101,振作,振奋,,
Ic050101,振刷,振奋,,
Ic050101,抖擞,振奋,,
Ic050101,饱满,振奋,,
Ic050101,旺盛,振奋,,
Ic050101,充沛,振奋,,
Ic050101,焕发,振奋,,
Ic050101,风发,振奋,,
Ic050101,奋发,振奋,,
Ic050101,奋起,振奋,,
Ic050101,矍铄,振奋,,
Ic050101,上劲,振奋,,
Ic050101,来劲,振奋,,
Ic050101,起劲,振奋,,
Ic050101,带劲,振奋,,
Ic050101,神气,振奋,,
Ic050101,精神,振奋,,
Ic050101,精神十足,振奋,,
Ic050101,精神百倍,振奋,,
Ic050101,神采奕奕,振奋,,
Ic050101,生龙活虎,振奋,,
Ic050101,生气勃勃,振奋,,
Ic050101,朝气蓬勃,振奋,,
Ic050102,激发,振奋,,
Ic050102,鼓,振奋,,
Ic050102,抖,振奋,,
Ic050102,打,振奋,,
Ic050102,激,振奋,,
Ic050103,投袂而起,振奋,,
Ic050103,奋袖而起,振奋,,
Ic050104,拂衣而起,振奋,,
Ic050104,振衣而起,振奋,,
Ic050201,激昂,振奋,,
Ic050201,激扬,振奋,,
Ic050201,昂扬,振奋,,
Ic050201,高昂,振奋,,
Ic050201,昂然,振奋,,
Ic050201,昂昂,振奋,,
Ic050201,冲冲,振奋,,
Ic050201,仰首伸眉,振奋,,
Ic050201,慷慨激昂,振奋,,
Ic050201,激昂慷慨,振奋,,
Ic050201,拍案而起,振奋,,
Ic050201,壮志凌云,振奋,,
Ic050201,意气风发,振奋,,
Hi100101,祝愿,祝愿,,
Hi100101,祝,祝愿,,
Hi100101,祝祷,祝愿,,
Hi100101,祝颂,祝愿,,
Hi100101,祝福,祝愿,,
Hi100101,祷祝,祝愿,,
Hi100201,祝贺,祝愿,,
Hi100201,庆贺,祝愿,,
Hi100201,道贺,祝愿,,
Hi100201,道喜,祝愿,,
Hi100201,庆,祝愿,,
Hi100201,贺,祝愿,,
Hi100201,拜,祝愿,,
Hi100201,恭喜,祝愿,,
Hi290101,感谢,道谢,,
Hi290101,感,道谢,,
Hi290101,谢,道谢,,
Hi290101,谢谢,道谢,,
Hi290101,道谢,道谢,,
Hi290101,称谢,道谢,,
Hi290101,致谢,道谢,,
Hi290101,申谢,道谢,,
Hi290101,鸣谢,道谢,,
Hi290101,璧谢,道谢,,
Hi290101,感恩戴德,道谢,,
Hi290102,酬谢,道谢,,
Hi290102,酬答,道谢,,
Hi290102,酬劳,道谢,,
Hi290102,酬报,道谢,,
Hi290102,酬,道谢,,
Hi290103,道乏,道谢,,
Hi290103,道劳,道谢,,
Hi290104,答谢,道谢,,
Hi290104,报谢,道谢,,
Hi290201,报答,道谢,,
Hi290201,报还,道谢,,
Hi290201,报偿,道谢,,
Ga140301,留恋,留恋,,
Ga140301,贪恋,留恋,,
Ga140301,眷恋,留恋,,
Ga140301,系恋,留恋,,
Ga140301,依恋,留恋,,
Ga140301,怀恋,留恋,,
Ga140301,恋恋,留恋,,
Ga140301,恋,留恋,,
Ga140301,流连,留恋,,
Ga140301,依依,留恋,,
Ga140301,眷眷,留恋,,
Ga140301,低回,留恋,,
Ga140301,依依不舍,留恋,,
Ga140301,恋恋不舍,留恋,,
Ga170301,感激,感激,,
Ga170301,感纫,感激,,
Ga170301,纫,感激,,
Ga170301,领情,感激,,
Ga170301,铭佩,感激,,
Ga170301,纫佩,感激,,
Ga170301,感铭,感激,,
Ga170301,铭感,感激,,
Ga170301,感激涕零,感激,,
Ga170201,感动,感动,,
Ga170201,感,感动,,
Ga170201,触,感动,,
Ga170201,动容,感动,,
Ga170201,感触,感动,,
Ga170201,枨触,感动,,
Ga170201,百感丛生,感动,,
Ga170202,触动,感动,,
Ga170202,动心,感动,,
Ga170101,激动,激动,,
Ga170101,冲动,激动,,
Ga170101,兴奋,激动,,
Ga170101,心潮澎湃,激动,,
Ga170101,百感交集,激动,,
Ga170102,心盛,激动,,
Ga170102,情绪高,激动,,
Ga170102,兴致勃勃,激动,,
Gb120201,佩服,佩服,,
Gb120201,敬佩,佩服,,
Gb120201,钦佩,佩服,,
Gb120201,赞佩,佩服,,
Gb120201,佩,佩服,,
Gb120201,畏,佩服,,
Gb120201,崇拜,佩服,,
Gb120201,悦服,佩服,,
Gb120201,拜服,佩服,,
Gb120201,叹服,佩服,,
Gb120201,推服,佩服,,
Gb120201,倾,佩服,,
Gb120201,倾倒,佩服,,
Gb120201,服膺,佩服,,
Gb120201,心折,佩服,,
Gb120201,肃然起敬,佩服,,
Gb120201,心悦诚服,佩服,,
Gb120201,五体投地,佩服,,
Ga160201,害怕,害怕,,
Ga160201,惧怕,害怕,,
Ga160201,生怕,害怕,,
Ga160201,怕,害怕,,
Ga160201,生恐,害怕,,
Ga160201,畏怯,害怕,,
Ga160201,畏惧,害怕,,
Ga160201,恐惧,害怕,,
Ga160201,疑惧,害怕,,
Ga160201,恐怖,害怕,,
Ga160201,胆寒,害怕,,
Ga160201,心寒,害怕,,
Ga160201,心悸,害怕,,
Ga160201,忌惮,害怕,,
Ga160201,畏葸,害怕,,
Ga160201,狼顾,害怕,,
Ga160201,懔懔,害怕,,
Ga160201,惶惑,害怕,,
Ga160201,失色,害怕,,
Ga160201,失容,害怕,,
Ga160201,咋舌,害怕,,
Ga160201,挢舌,害怕,,
Ga160201,惕息,害怕,,
Ga160201,戒惧,害怕,,
Ga160201,怵惕,害怕,,
Ga160201,悚然,害怕,,
Ga160201,震悚,害怕,,
Ga160201,丧胆,害怕,,
Ga160201,慑,害怕,,
Ga160201,恐,害怕,,
Ga160201,惮,害怕,,
Ga160201,惧,害怕,,
Ga160201,畏,害怕,,
Ga160201,怖,害怕,,
Ga160201,亡魂丧胆,害怕,,
Ga160201,闻风丧胆,害怕,,
Ga160201,丧魂落魄,害怕,,
Ga160201,魂不附体,害怕,,
Ga160201,魂飞魄散,害怕,,
Ga160201,魄散魂飞,害怕,,
Ga160201,战战兢兢,害怕,,
Ga160201,惊心掉胆,害怕,,
Ga160201,毛骨悚然,害怕,,
Ga160201,提心吊胆,害怕,,
Ga160201,胆颤心惊,害怕,,
Ga160201,心惊胆颤,害怕,,
Ga160201,心惊肉跳,害怕,,
Ga160201,心胆俱裂,害怕,,
Ga160201,不寒而栗,害怕,,
Ga160201,噤若寒蝉,害怕,,
Ga160201,惊恐万状,害怕,,
Ga160201,大惊失色,害怕,,
Ga160201,面如土色,害怕,,
Ga160201,面无人色,害怕,,
Ga160201,胁肩累足,害怕,,
Ga160201,视为畏途,害怕,,
Ga160201,望而生畏,害怕,,
Ga160201,望而却步,害怕,,
Ga160202,忧惧,害怕,,
Ga160202,危惧,害怕,,
Ga160202,惕厉,害怕,,
Ga160202,惕惕,害怕,,
Ga160202,闵闵,害怕,,
Ga160203,后怕,害怕,,
Ga160203,余悸,害怕,,
Ga160203,心有余悸,害怕,,
Ga160203,谈虎色变,害怕,,
Ga160204,惊恐,害怕,,
Ga160204,惶恐,害怕,,
Ga160204,惊骇,害怕,,
Ga160204,怔忪,害怕,,
Ga160204,怔营,害怕,,
Ga160204,惶惶,害怕,,
Ga160204,宠辱若惊,害怕,,
Ga160204,惊惶失措,害怕,,
Ga160204,掠恐万状,害怕,,
Ga160204,杯弓蛇影,害怕,,
Ga160204,风声鹤唳,害怕,,
Ga160204,草木皆兵,害怕,,
Ga160204,如临大敌,害怕,,
Ga160205,受惊,害怕,,
Ga160205,吃惊,害怕,,
Ga160205,震惊,害怕,,
Ga160205,震悚,害怕,,
Ga160205,一坐皆惊,害怕,,
Ga160206,畏缩,害怕,,
Ga160206,畏忌,害怕,,
Ga160206,退避,害怕,,
Ga160206,发憷,害怕,,
Ga160206,缩头缩脑,害怕,,
Ga160206,畏首畏尾,害怕,,
Ga160206,退避三舍,害怕,,
